GeneSymbol	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils
ABCB4	369.922351962727	1899.17224244732	0	0	0	1735.18831058158	0	0	1137.7216047749	0	4182.15678213881	1065.00718158374	2928.47902598448	661.680022415699	297.18059117193	1192.96260482992	721.814613957719	0	32.9999098292296	0	0	23.9980486498429
ABCB9	1	1	1	1	1	1	1	1	1	1	1	1	1	951.247932292392	1	1	1	1	1440.78247405065	7287.81261972168	1	6106.52277749828
ACAP1	2841.11897870666	4713.28269549406	1	1189.74027697975	1	1	1	1	2696.30901535915	1	1	1	1	1	1	1	1	1	1	1	1	1
ACHE	1255.05340852684	602.544460975221	0	0	0	29.8117056177977	0	0	0	5.02932061800889	0	1326.0254061489	0	329.868315207207	0	734.74401491372	0	0	180.713301817602	6815.49889149717	263.532695297986	2383.55323447331
ACP5	1	1	1	1	1	1	1	1	1	1	1	1	1	48905.7289429408	1	42405.01779226	1	1	1	1	1	1
ADAM28	789.083402831142	1691.44144339826	0	156.687885308466	0	308.519381845283	0.0642016183605454	0	301.845675449736	388.956119664337	0	0	799.425903170421	44.9843316408386	207.860561184225	33.0554750799719	0	0	0	0	0	0
ADAMDEC1	2200.03686714082	3371.90467425812	0	1314.0934403317	488.584846440781	0	829.226736014444	0	2599.73319069664	7572.63921450164	0	0	0	688.054284012184	2042.66464622218	0	0	0	0	0	0	0
ADAMTS3	427.218110917772	0	0	0	158.796850491773	82.1895574802953	0	0	0	11771.1459268295	0	0	0	234.567101138888	0	723.659773874077	0	0	2270.60412129405	473.680766661088	6818.74171439925	0
ADRB2	117.753556625994	0	0	248.479428972581	0	1144.32495899172	0	0	0	1680.85889910769	0	2062.05325295083	593.250821798839	30.5358822504376	0	324.992528856407	0	17.8110846760108	771.380602712055	1385.43687695904	2195.19764515364	0
AIF1	0	6574.1543989656	0	9425.60818988162	0	6996.06006993467	7367.43418607445	0	1029.84558154801	10225.5288486236	0	0	44611.0362292967	2106.58680719525	10648.1549672629	4480.73458453587	0	0	0	9927.16413808496	0	0
